0.00030308,0.00021966,0.00020241
0.0005378,0.00054467,0.00050003
0.00084273,0.00079072,0.00067475
0.0012346,0.001304,0.0011538
0.0014552,0.0015292,0.0013614
0.0016246,0.0022377,0.00202
0.0023755,0.0026971,0.0024826
0.0025082,0.0030679,0.0029257
0.0029131,0.0033603,0.0031978
0.0031563,0.003688,0.0034367
0.0033934,0.0039502,0.0036986
0.0037446,0.0044155,0.0042616
0.0042035,0.0047124,0.0044742
0.0045633,0.0051568,0.0048844
0.0047707,0.0055849,0.0052794
0.0051176,0.0059805,0.0055615
0.0054625,0.0063163,0.0059643
0.0061331,0.0067222,0.006261
0.0067478,0.0071757,0.0067203
0.0070544,0.0075782,0.0070899
0.0073468,0.0080921,0.0076057
0.0076853,0.0085682,0.0080462
0.0079469,0.0092111,0.0087029
0.0082126,0.0095717,0.0090412
0.0085201,0.010167,0.0095981
0.0088681,0.010535,0.0099657
0.0090627,0.010985,0.010381
0.0094056,0.011358,0.010727
0.01001,0.011719,0.011058
0.010455,0.012135,0.011478
0.010995,0.012648,0.011999
0.011299,0.013125,0.012481
0.011485,0.013565,0.012936
0.011782,0.014024,0.013271
0.012307,0.014376,0.013522
0.012991,0.014687,0.013834
0.013309,0.015045,0.014167
0.013681,0.015285,0.01439
0.014207,0.015627,0.014736
0.014806,0.016088,0.015161
0.015034,0.016314,0.015371
0.015428,0.016648,0.015686
0.015639,0.017048,0.016058
0.016458,0.017305,0.016296
0.016971,0.017775,0.016783
0.017645,0.018091,0.017073
0.018097,0.018564,0.01763
0.018358,0.019038,0.018202
0.018616,0.01951,0.018676
0.019415,0.019853,0.018997
0.01978,0.020401,0.019556
0.020237,0.020755,0.01988
0.020763,0.021022,0.020153
0.021016,0.021487,0.020619
0.021332,0.021748,0.020803
0.02278,0.022113,0.021069
0.02315,0.022326,0.021265
0.023854,0.02274,0.02168
0.024179,0.023298,0.022201
0.024714,0.023734,0.022612
0.025082,0.024025,0.022819
0.025783,0.024386,0.023159
0.02619,0.024955,0.023723
0.02664,0.025415,0.02419
0.027141,0.025888,0.024762
0.027784,0.026108,0.024963
0.028431,0.026524,0.025461
0.028733,0.026914,0.025834
0.029115,0.027393,0.026273
0.029638,0.027633,0.026497
0.03032,0.028036,0.026867
0.03094,0.028526,0.027319
0.031408,0.028922,0.027721
0.032188,0.02929,0.027989
0.032824,0.029567,0.028253
0.032999,0.030289,0.028924
0.03404,0.030618,0.029164
0.03444,0.031216,0.02972
0.035366,0.031624,0.030017
0.03566,0.031921,0.030325
0.036276,0.032278,0.030584
0.036681,0.032596,0.030904
0.03721,0.033186,0.031458
0.037518,0.033433,0.031686
0.037921,0.033908,0.032127
0.038357,0.034128,0.032328
0.038841,0.034599,0.032885
0.039061,0.035173,0.033472
0.039389,0.0354,0.033682
0.039975,0.03578,0.034038
0.040236,0.036493,0.034559
0.040979,0.036909,0.035045
0.042191,0.037411,0.03541
0.042596,0.037854,0.035856
0.043308,0.038241,0.036222
0.043774,0.03865,0.036598
0.04402,0.038972,0.036901
0.044241,0.039424,0.037324
0.044574,0.03997,0.03772
0.044893,0.040513,0.038354
0.045647,0.040921,0.03873
0.04597,0.041565,0.039333
0.046295,0.04223,0.04001
0.046811,0.042648,0.040398
0.04732,0.043064,0.040885
0.047845,0.043583,0.041375
0.048304,0.043904,0.041673
0.048805,0.04423,0.041911
0.04941,0.044679,0.042374
0.04982,0.045034,0.042704
0.050254,0.04546,0.043098
0.050615,0.045982,0.043582
0.05081,0.046345,0.043947
0.051311,0.046694,0.044201
0.052613,0.047058,0.044467
0.053519,0.047297,0.044688
0.053924,0.047675,0.045068
0.054542,0.04809,0.045485
0.054962,0.04869,0.046041
0.055395,0.049087,0.046439
0.056348,0.049518,0.046841
0.05658,0.050217,0.047574
0.056987,0.050583,0.047911
0.057398,0.051256,0.048559
0.058136,0.051586,0.048799
0.058386,0.051945,0.049137
0.058785,0.052315,0.049484
0.059469,0.0526,0.049753
0.059783,0.053083,0.050239
0.060121,0.053701,0.050884
0.060328,0.054263,0.051466
0.061008,0.05467,0.051841
0.061216,0.055136,0.052404
0.061929,0.055509,0.052747
0.062418,0.055874,0.05309
0.062946,0.056097,0.053296
0.063593,0.056465,0.053639
0.064089,0.056972,0.054016
0.064521,0.05737,0.054302
0.065179,0.057693,0.054678
0.065666,0.058071,0.055062
0.066184,0.058478,0.055358
0.066321,0.059183,0.056211
0.066993,0.059468,0.056477
0.067127,0.059849,0.05683
0.067394,0.060941,0.057947
0.067655,0.061553,0.058689
0.068131,0.062091,0.059238
0.06846,0.062327,0.059474
0.068927,0.062735,0.059887
0.069673,0.063259,0.0605
0.070208,0.063603,0.060822
0.070486,0.064068,0.06125
0.070819,0.06443,0.061615
0.071261,0.064835,0.061995
0.071565,0.065296,0.062424
0.07206,0.065779,0.062904
0.072504,0.066397,0.063478
0.073048,0.066736,0.063791
0.073538,0.066966,0.064001
0.07385,0.06754,0.064541
0.074195,0.067833,0.06484
0.074697,0.068301,0.065181
0.075054,0.068661,0.065516
0.07556,0.069075,0.065931
0.076056,0.069462,0.066296
0.076578,0.069928,0.066871
0.07673,0.070548,0.06733
0.077435,0.070874,0.067636
0.078091,0.071288,0.06793
0.078506,0.071837,0.068612
0.078784,0.072394,0.069139
0.079447,0.072721,0.069441
0.080029,0.073293,0.069855
0.080172,0.073929,0.070607
0.080381,0.07495,0.071676
0.08084,0.075328,0.072028
0.081257,0.075753,0.072336
0.081759,0.076278,0.072825
0.082864,0.076692,0.07321
0.083308,0.077016,0.073446
0.084109,0.077582,0.074027
0.084615,0.078052,0.074501
0.084897,0.078428,0.074946
0.085422,0.07873,0.075164
0.086035,0.079051,0.075399
0.086408,0.079413,0.075735
0.086891,0.079888,0.076215
0.087316,0.080279,0.076574
0.087718,0.080788,0.07705
0.087926,0.081262,0.077501
0.088445,0.081735,0.078073
0.088738,0.082392,0.078737
0.089119,0.082752,0.078998
0.089684,0.083148,0.079362
0.089973,0.083574,0.079794
0.090361,0.084288,0.080501
0.090733,0.084676,0.080865
0.091118,0.08515,0.081439
0.091559,0.085617,0.081922
0.092152,0.086061,0.082342
0.092815,0.086548,0.082797
0.093164,0.086997,0.083264
0.093722,0.087405,0.083675
0.094214,0.087831,0.083983
0.094921,0.088274,0.084395
0.095349,0.088724,0.084821
0.095576,0.089178,0.085289
0.096397,0.089621,0.08574
0.097041,0.090174,0.086254
0.097492,0.090489,0.086549
0.097893,0.090817,0.086856
0.098136,0.091064,0.087083
0.098431,0.091469,0.087562
0.099074,0.092061,0.088113
0.099257,0.092446,0.08858
0.099741,0.09288,0.088992
0.10036,0.093332,0.089413
0.10113,0.093772,0.089829
0.10178,0.094279,0.090304
0.10197,0.094711,0.090817
0.10245,0.095053,0.091165
0.10277,0.095454,0.091532
0.10318,0.095775,0.091765
0.1036,0.096123,0.09209
0.10423,0.096544,0.092512
0.10468,0.097008,0.092851
0.10505,0.097338,0.093091
0.10552,0.097972,0.093684
0.10576,0.098447,0.094257
0.10654,0.098975,0.094786
0.10708,0.099443,0.095225
0.10735,0.10009,0.095843
0.10773,0.10048,0.096203
0.10811,0.10086,0.096557
0.10938,0.10128,0.096867
