0.00017472,0.00016798,0.00016881
0.0004454,0.00033451,0.00033686
0.00067781,0.00050329,0.00049183
0.00075865,0.0006697,0.00061843
0.0008729,0.00083647,0.00074533
0.0011065,0.0010258,0.00092056
0.0012759,0.0012083,0.0010505
0.0015204,0.001386,0.0012287
0.0016617,0.0015639,0.0014416
0.0019026,0.00174,0.0016472
0.0020449,0.0019231,0.0018153
0.0021351,0.002095,0.0019885
0.0023162,0.0022643,0.0021591
0.0025435,0.0025139,0.0024041
0.0026268,0.0027245,0.0026455
0.0027516,0.0029333,0.0028914
0.003033,0.0031226,0.0030886
0.0034119,0.0033111,0.0032694
0.0035426,0.0034972,0.0034952
0.0036262,0.0036872,0.0036775
0.0037184,0.0038836,0.0038828
0.003849,0.0040656,0.0040705
0.0040047,0.0042269,0.0041871
0.004208,0.0043867,0.0043359
0.0044529,0.0045412,0.00448
0.0045312,0.0047018,0.0046447
0.0048245,0.0048751,0.0048079
0.0051384,0.0050478,0.0049701
0.0053656,0.005223,0.0050974
0.0055644,0.0054079,0.0052727
0.0058519,0.0055705,0.0054259
0.0061254,0.0057333,0.005579
0.0061886,0.0059658,0.0058673
0.0064881,0.0062016,0.0061182
0.006574,0.0064502,0.0063826
0.0067047,0.0066184,0.0065857
0.0071244,0.0067823,0.0067033
0.0071994,0.006941,0.0068501
0.0074803,0.0071008,0.0069676
0.007969,0.0072597,0.0070837
0.0083177,0.0074211,0.0071992
0.0083203,0.0075812,0.0073158
0.0085118,0.0077497,0.0074762
0.0086155,0.0079171,0.0076352
0.0088845,0.0080792,0.0077549
0.0090513,0.0082409,0.0079226
0.0091242,0.0084065,0.0081227
0.0092474,0.0085743,0.0082463
0.0094331,0.0087421,0.0084062
0.0096072,0.0089094,0.0085294
0.0096713,0.0090773,0.0087034
0.0097878,0.0092397,0.0088223
0.0099302,0.0094054,0.0090278
0.01031,0.0095711,0.0091503
0.010413,0.0097367,0.0093222
0.010656,0.0098991,0.0094906
0.010811,0.010064,0.0096153
0.011024,0.010228,0.009736
0.011216,0.01039,0.0098555
0.011253,0.010552,0.01001
0.011325,0.010714,0.010132
0.0114,0.010881,0.010291
0.011564,0.011045,0.010447
0.011697,0.011211,0.010652
0.011844,0.011376,0.010858
0.012027,0.011542,0.01098
0.012203,0.011709,0.011103
0.012411,0.011875,0.011226
0.012561,0.012045,0.011388
0.012732,0.012213,0.011549
0.012919,0.012379,0.01175
0.013079,0.012545,0.011957
0.013202,0.012711,0.012158
0.013375,0.012877,0.012365
0.013556,0.013055,0.012536
0.01374,0.013235,0.012669
0.013848,0.013405,0.012877
0.014037,0.013577,0.013092
0.014174,0.01375,0.013306
0.014281,0.013915,0.013512
0.014457,0.014086,0.013642
0.014627,0.014257,0.01382
0.014859,0.014429,0.013946
0.015041,0.0146,0.014153
0.015407,0.014773,0.014364
0.015447,0.014962,0.014593
0.015822,0.015144,0.014767
0.015904,0.015329,0.014944
0.016043,0.015516,0.015123
0.016176,0.015688,0.015337
0.016305,0.01586,0.015552
0.016482,0.016032,0.015767
0.016715,0.016204,0.015946
0.016945,0.016375,0.016124
0.017143,0.016548,0.016303
0.017224,0.016727,0.01649
0.017566,0.016898,0.016616
0.017878,0.017072,0.016745
0.018015,0.017252,0.016878
0.018166,0.017418,0.017004
0.018465,0.017584,0.017129
0.0187,0.017751,0.017304
0.018884,0.017896,0.01741
0.019024,0.018037,0.017542
0.019212,0.018204,0.017702
0.019421,0.018344,0.017804
0.019584,0.018498,0.017963
0.01987,0.018639,0.018095
0.020171,0.018785,0.018202
0.020279,0.01893,0.018307
0.020382,0.019079,0.018415
0.020642,0.019219,0.018517
0.020798,0.019392,0.018732
0.020878,0.01956,0.018936
0.020943,0.01973,0.019148
0.021059,0.019899,0.019352
0.021146,0.020047,0.01946
0.021237,0.020198,0.01957
0.021291,0.020351,0.019753
0.021541,0.020501,0.019863
0.021701,0.02065,0.019971
0.021853,0.020797,0.020078
0.022036,0.020951,0.02019
0.022077,0.021125,0.020356
0.022077,0.021269,0.020464
0.022101,0.021458,0.02065
0.022255,0.021642,0.020835
0.022307,0.021819,0.021012
0.022433,0.021998,0.021191
0.022498,0.022173,0.021366
0.022582,0.022345,0.021572
0.022809,0.022515,0.021726
0.022887,0.022687,0.021882
0.023065,0.022853,0.022053
0.023532,0.023022,0.022177
0.023834,0.023188,0.022299
0.024107,0.023355,0.022457
0.024367,0.023525,0.022618
0.024544,0.023695,0.022794
0.024765,0.023868,0.022957
0.024853,0.024044,0.02317
0.025127,0.024219,0.023336
0.02519,0.02439,0.023495
0.025424,0.024546,0.023654
0.02562,0.024699,0.023839
0.025675,0.024867,0.02396
0.025875,0.02503,0.024113
0.026049,0.025199,0.024235
0.026156,0.025366,0.024392
0.026491,0.025518,0.024504
0.026561,0.025834,0.024842
0.026658,0.026027,0.025064
0.026767,0.026195,0.02522
0.026965,0.026361,0.025373
0.0271,0.026531,0.025531
0.027254,0.026698,0.025689
0.027335,0.026883,0.025863
0.0275,0.027093,0.026074
0.027586,0.02755,0.026528
0.027923,0.028022,0.026995
0.028166,0.028485,0.027351
